,frontalpole-rh,insula-lh,insula-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-rh,0.13655172413793104,0.1096551724137931,0.13724137931034483,0.1310344827586207,0.13724137931034483,0.13724137931034483,0.13724137931034483,0.07379310344827586
insula-lh,0.0965559655596556,0.15006150061500614,0.0996309963099631,0.14698646986469865,0.12915129151291513,0.10762607626076261,0.15067650676506766,0.11931119311193111
insula-rh,0.1334231805929919,0.1105121293800539,0.13679245283018868,0.13140161725067384,0.13746630727762804,0.13746630727762804,0.13746630727762804,0.07547169811320754
lateralorbitofrontal-lh,0.10450250138966093,0.1339633129516398,0.10728182323513062,0.15008337965536409,0.1339633129516398,0.11450806003335186,0.15063924402445802,0.10505836575875487
lateralorbitofrontal-rh,0.11412103746397695,0.12219020172910663,0.1170028818443804,0.14005763688760806,0.14466858789625361,0.1244956772334294,0.1452449567723343,0.09221902017291066
rostralanteriorcingulate-lh,0.1268417680973735,0.1133888532991672,0.13004484304932734,0.13324791800128122,0.13901345291479822,0.13837283792440744,0.13901345291479822,0.0800768737988469
rostralanteriorcingulate-rh,0.10509554140127389,0.13004246284501061,0.10774946921443737,0.14384288747346072,0.1332271762208068,0.11464968152866242,0.15711252653927812,0.10828025477707007
temporalpole-rh,0.08196721311475409,0.14988290398126464,0.0858704137392662,0.14597970335675253,0.12334113973458236,0.09601873536299765,0.15846994535519127,0.15846994535519127
