,F7,Pz,P4,CP2,AF3,PO7,PO8,P2
F7,0.19863013698630136,0.2009132420091324,0.2009132420091324,0.2009132420091324,0.0,0.19863013698630136,0.0,0.0
Pz,0.19823788546255505,0.20044052863436124,0.20044052863436124,0.20044052863436124,0.0,0.20044052863436124,0.0,0.0
P4,0.19823788546255505,0.20044052863436124,0.20044052863436124,0.20044052863436124,0.0,0.20044052863436124,0.0,0.0
CP2,0.19823788546255505,0.20044052863436124,0.20044052863436124,0.20044052863436124,0.0,0.20044052863436124,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.1935483870967742,0.2,0.2,0.2,0.0,0.2064516129032258,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
