,F7,Pz,P4,CP2,AF3,PO8,P2,CPz
F7,0.18635170603674542,0.1889763779527559,0.1889763779527559,0.1889763779527559,0.0,0.09186351706036745,0.0,0.15485564304461943
Pz,0.17433414043583534,0.2009685230024213,0.19854721549636803,0.19854721549636803,0.0,0.0847457627118644,0.0,0.14285714285714285
P4,0.17560975609756097,0.2,0.1975609756097561,0.1975609756097561,0.0,0.08536585365853659,0.0,0.14390243902439023
CP2,0.17560975609756097,0.2,0.1975609756097561,0.1975609756097561,0.0,0.08536585365853659,0.0,0.14390243902439023
AF3,0.0,0.0,0.0,0.0,0.5076142131979695,0.0,0.49238578680203043,0.0
PO8,0.1394422310756972,0.1394422310756972,0.1394422310756972,0.1394422310756972,0.0,0.30278884462151395,0.0,0.1394422310756972
P2,0.0,0.0,0.0,0.0,0.46543778801843316,0.0,0.5345622119815668,0.0
CPz,0.1804733727810651,0.1804733727810651,0.1804733727810651,0.1804733727810651,0.0,0.10355029585798817,0.0,0.17455621301775148
