,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.12994350282485875,0.12994350282485875,0.12429378531073447,0.11864406779661017,0.13559322033898305,0.13559322033898305,0.12429378531073447,0.1016949152542373
inferiorparietal-rh,0.12994350282485875,0.12994350282485875,0.12429378531073447,0.11864406779661017,0.13559322033898305,0.13559322033898305,0.12429378531073447,0.1016949152542373
parsopercularis-lh,0.13142857142857142,0.13142857142857142,0.12571428571428572,0.12,0.13142857142857142,0.13142857142857142,0.12571428571428572,0.10285714285714286
postcentral-rh,0.1286549707602339,0.1286549707602339,0.1286549707602339,0.12280701754385964,0.1286549707602339,0.1286549707602339,0.1286549707602339,0.10526315789473684
rostralmiddlefrontal-lh,0.125,0.125,0.11956521739130435,0.11413043478260869,0.14673913043478262,0.15217391304347827,0.11956521739130435,0.09782608695652174
rostralmiddlefrontal-rh,0.125,0.125,0.11956521739130435,0.11413043478260869,0.14673913043478262,0.15217391304347827,0.11956521739130435,0.09782608695652174
superiortemporal-lh,0.13142857142857142,0.13142857142857142,0.12571428571428572,0.12,0.13142857142857142,0.13142857142857142,0.12571428571428572,0.10285714285714286
superiortemporal-rh,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.11920529801324503
