,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.1562867215041128,0.15276145710928318,0.1445358401880141,0.15158636897767333,0.1245593419506463,0.13866039952996476,0.13160987074030553
frontalpole-rh,0.0,0.15550239234449761,0.15430622009569378,0.145933014354067,0.1507177033492823,0.12320574162679426,0.13995215311004786,0.1303827751196172
lateralorbitofrontal-lh,0.0,0.15384615384615385,0.15384615384615385,0.15260545905707196,0.14764267990074442,0.11910669975186104,0.14640198511166252,0.12655086848635236
medialorbitofrontal-lh,0.0,0.14906103286384975,0.14553990610328638,0.13732394366197184,0.1596244131455399,0.13497652582159625,0.13145539906103287,0.142018779342723
medialorbitofrontal-rh,0.0,0.1392235609103079,0.13520749665327977,0.12583668005354753,0.15127175368139223,0.17402945113788487,0.11914323962516733,0.15528781793842034
rostralanteriorcingulate-lh,0.0,0.1518987341772152,0.15063291139240506,0.1518987341772152,0.14430379746835442,0.11518987341772152,0.16329113924050634,0.12278481012658228
rostralanteriorcingulate-rh,0.0,0.14267185473411154,0.13878080415045396,0.1297016861219196,0.1543450064850843,0.15304798962386512,0.12321660181582361,0.1582360570687419
