,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,paracentral-rh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.14220445459737294,0.14049114791547687,0.07881210736721873,0.11250713877784123,0.14049114791547687,0.14220445459737294,0.11707595659623073,0.1262135922330097
caudalanteriorcingulate-rh,0.13628715647784634,0.14077397644419518,0.08188446438586652,0.11497476163768929,0.14077397644419518,0.13740886146943354,0.11946158160403814,0.12843522153673584
frontalpole-lh,0.08933333333333333,0.09466666666666666,0.198,0.158,0.09466666666666666,0.09066666666666667,0.148,0.12666666666666668
frontalpole-rh,0.10393107162089392,0.10823909531502424,0.12977921378567583,0.15939687668282176,0.10823909531502424,0.1050080775444265,0.1513193322563274,0.13408723747980614
paracentral-rh,0.13628715647784634,0.14077397644419518,0.08188446438586652,0.11497476163768929,0.14077397644419518,0.13740886146943354,0.11946158160403814,0.12843522153673584
posteriorcingulate-rh,0.14026121521862578,0.1408290743895514,0.07950028392958547,0.11300397501419648,0.1408290743895514,0.141396933560477,0.11754684838160136,0.12663259511641112
rostralanteriorcingulate-lh,0.10716180371352785,0.11140583554376658,0.11989389920424404,0.15119363395225463,0.11140583554376658,0.10822281167108753,0.15384615384615385,0.13687002652519895
rostralmiddlefrontal-lh,0.11645299145299146,0.12072649572649573,0.10363247863247864,0.13514957264957264,0.12072649572649573,0.11752136752136752,0.13942307692307693,0.14636752136752137
