,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.1375,0.15,0.125,0.125,0.1375,0.1125,0.0625,0.15
inferiorparietal-rh,0.13414634146341464,0.17073170731707318,0.12195121951219512,0.12195121951219512,0.13414634146341464,0.10975609756097561,0.06097560975609756,0.14634146341463414
postcentral-rh,0.14102564102564102,0.14102564102564102,0.1282051282051282,0.1282051282051282,0.14102564102564102,0.11538461538461539,0.0641025641025641,0.14102564102564102
superiorparietal-lh,0.14102564102564102,0.14102564102564102,0.1282051282051282,0.1282051282051282,0.14102564102564102,0.11538461538461539,0.0641025641025641,0.14102564102564102
superiorparietal-rh,0.1375,0.15,0.125,0.125,0.1375,0.1125,0.0625,0.15
superiortemporal-rh,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.12162162162162163,0.06756756756756757,0.13513513513513514
supramarginal-lh,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.10638297872340426,0.1276595744680851
supramarginal-rh,0.13580246913580246,0.16049382716049382,0.12345679012345678,0.12345679012345678,0.13580246913580246,0.1111111111111111,0.06172839506172839,0.14814814814814814
