,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.1375,0.15,0.125,0.125,0.1375,0.1125,0.0625,0.15
inferiorparietal-rh,0.12087912087912088,0.16483516483516483,0.13186813186813187,0.13186813186813187,0.14285714285714285,0.0989010989010989,0.054945054945054944,0.15384615384615385
postcentral-rh,0.08527131782945736,0.09302325581395349,0.17829457364341086,0.17054263565891473,0.1937984496124031,0.06976744186046512,0.10852713178294573,0.10077519379844961
superiorparietal-lh,0.08461538461538462,0.09230769230769231,0.16923076923076924,0.18461538461538463,0.19230769230769232,0.06923076923076923,0.1076923076923077,0.1
superiorparietal-rh,0.08208955223880597,0.09701492537313433,0.17164179104477612,0.1791044776119403,0.19402985074626866,0.06716417910447761,0.1044776119402985,0.1044776119402985
superiortemporal-rh,0.11494252873563218,0.11494252873563218,0.11494252873563218,0.11494252873563218,0.11494252873563218,0.25287356321839083,0.05747126436781609,0.11494252873563218
supramarginal-lh,0.07142857142857142,0.07142857142857142,0.16666666666666666,0.19047619047619047,0.19047619047619047,0.07142857142857142,0.16666666666666666,0.07142857142857142
supramarginal-rh,0.11827956989247312,0.15053763440860216,0.13978494623655913,0.13978494623655913,0.15053763440860216,0.0967741935483871,0.053763440860215055,0.15053763440860216
