,Fp1,TP9,FT10,F4,Fp2,AF7,AFz,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.35,0.275,0.375,0.0
AF7,0.0,0.0,0.0,0.0,0.34285714285714286,0.3142857142857143,0.34285714285714286,0.0
AFz,0.0,0.0,0.0,0.0,0.25925925925925924,0.2037037037037037,0.5370370370370371,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
