,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0476878612716763,0.0,0.0,0.04046242774566474,0.0,0.049132947976878616,0.0,0.049132947976878616,0.0,0.01300578034682081,0.049132947976878616,0.03901734104046243,0.044797687861271675,0.01878612716763006,0.0,0.0,0.0,0.028901734104046242,0.0476878612716763,0.0,0.0,0.04335260115606936,0.0,0.0,0.044797687861271675,0.049132947976878616,0.044797687861271675,0.046242774566473986,0.0,0.0,0.0,0.0,0.0,0.0476878612716763,0.0,0.0,0.0,0.0,0.0,0.049132947976878616,0.0,0.0,0.0,0.0,0.0,0.03901734104046243,0.0,0.02745664739884393,0.005780346820809248,0.03468208092485549,0.0,0.046242774566473986,0.049132947976878616,0.044797687861271675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.046511627906976744,0.0,0.0,0.044850498338870434,0.0,0.046511627906976744,0.0,0.046511627906976744,0.0,0.009966777408637873,0.046511627906976744,0.03986710963455149,0.046511627906976744,0.02159468438538206,0.0,0.0,0.0,0.029900332225913623,0.046511627906976744,0.0,0.0,0.044850498338870434,0.0,0.0,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.03986710963455149,0.0,0.03156146179401993,0.0016611295681063123,0.03820598006644518,0.0,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.04387096774193548,0.0,0.0,0.03612903225806452,0.0,0.07225806451612904,0.0,0.05419354838709677,0.0,0.02064516129032258,0.05290322580645161,0.03483870967741935,0.04,0.016774193548387096,0.0,0.0,0.0,0.025806451612903226,0.04258064516129032,0.0,0.0,0.04516129032258064,0.0,0.0,0.04,0.04516129032258064,0.04516129032258064,0.04258064516129032,0.0,0.0,0.0,0.0,0.0,0.04258064516129032,0.0,0.0,0.0,0.0,0.0,0.05032258064516129,0.0,0.0,0.0,0.0,0.0,0.04129032258064516,0.0,0.024516129032258065,0.014193548387096775,0.03096774193548387,0.0,0.04516129032258064,0.05290322580645161,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.04497354497354497,0.0,0.0,0.037037037037037035,0.0,0.05555555555555555,0.0,0.05423280423280423,0.0,0.01984126984126984,0.05423280423280423,0.03571428571428571,0.041005291005291,0.017195767195767195,0.0,0.0,0.0,0.026455026455026454,0.04365079365079365,0.0,0.0,0.046296296296296294,0.0,0.0,0.041005291005291,0.046296296296296294,0.046296296296296294,0.04365079365079365,0.0,0.0,0.0,0.0,0.0,0.04365079365079365,0.0,0.0,0.0,0.0,0.0,0.05026455026455026,0.0,0.0,0.0,0.0,0.0,0.042328042328042326,0.0,0.02513227513227513,0.013227513227513227,0.031746031746031744,0.0,0.04497354497354497,0.05423280423280423,0.041005291005291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0948905109489051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06204379562043796,0.09854014598540146,0.0,0.04562043795620438,0.09854014598540146,0.0,0.0,0.0,0.0,0.0,0.08576642335766424,0.06751824817518248,0.06569343065693431,0.0,0.0,0.0,0.058394160583941604,0.0,0.0,0.009124087591240875,0.0,0.05474452554744526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036496350364963502,0.0,0.0,0.0,0.0,0.0,0.021897810218978103,0.04562043795620438,0.0,0.06386861313868614,0.05474452554744526,0.0,0.06934306569343066
