,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.041273584905660375,0.020636792452830188,0.0,0.0,0.020636792452830188,0.02240566037735849,0.0,0.0,0.04186320754716981,0.0,0.03596698113207547,0.02122641509433962,0.0,0.030660377358490566,0.0,0.0,0.04245283018867924,0.04186320754716981,0.036556603773584904,0.02122641509433962,0.0,0.0347877358490566,0.04245283018867924,0.04186320754716981,0.015919811320754717,0.03596698113207547,0.03242924528301887,0.04245283018867924,0.0347877358490566,0.01650943396226415,0.0,0.0,0.0,0.01945754716981132,0.018867924528301886,0.03596698113207547,0.0,0.04245283018867924,0.01945754716981132,0.0,0.0,0.0,0.0,0.011202830188679245,0.0,0.012382075471698114,0.0,0.022995283018867923,0.04186320754716981,0.0,0.0,0.0,0.039504716981132074,0.0,0.0,0.0,0.0,0.01768867924528302,0.0,0.0,0.021816037735849055,0.02240566037735849
F3,0.031055900621118012,0.030168589174800354,0.0,0.0,0.031055900621118012,0.030168589174800354,0.0,0.0,0.031055900621118012,0.0,0.031055900621118012,0.031055900621118012,0.0,0.031055900621118012,0.0,0.0,0.031055900621118012,0.031055900621118012,0.031055900621118012,0.029281277728482696,0.0,0.031055900621118012,0.031055900621118012,0.031055900621118012,0.023957409050576754,0.031055900621118012,0.031055900621118012,0.031055900621118012,0.031055900621118012,0.024844720496894408,0.0,0.0,0.0,0.029281277728482696,0.026619343389529725,0.031055900621118012,0.0,0.031055900621118012,0.029281277728482696,0.0,0.0,0.0,0.0,0.01685891748003549,0.0,0.018633540372670808,0.0,0.031055900621118012,0.031055900621118012,0.0,0.0,0.0,0.031055900621118012,0.0,0.0,0.0,0.0,0.026619343389529725,0.0,0.0,0.031055900621118012,0.031055900621118012
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.03139013452914798,0.029596412556053813,0.0,0.0,0.030493273542600896,0.029596412556053813,0.0,0.0,0.03139013452914798,0.0,0.03139013452914798,0.030493273542600896,0.0,0.030493273542600896,0.0,0.0,0.03139013452914798,0.03139013452914798,0.03139013452914798,0.028699551569506727,0.0,0.030493273542600896,0.03139013452914798,0.03139013452914798,0.0242152466367713,0.03139013452914798,0.03139013452914798,0.03139013452914798,0.03139013452914798,0.025112107623318385,0.0,0.0,0.0,0.029596412556053813,0.02600896860986547,0.03139013452914798,0.0,0.03139013452914798,0.028699551569506727,0.0,0.0,0.0,0.0,0.017040358744394617,0.0,0.01883408071748879,0.0,0.03139013452914798,0.03139013452914798,0.0,0.0,0.0,0.03139013452914798,0.0,0.0,0.0,0.0,0.02600896860986547,0.0,0.0,0.030493273542600896,0.030493273542600896
FC1,0.032231404958677684,0.028925619834710745,0.0,0.0,0.028925619834710745,0.03140495867768595,0.0,0.0,0.032231404958677684,0.0,0.032231404958677684,0.02975206611570248,0.0,0.032231404958677684,0.0,0.0,0.032231404958677684,0.032231404958677684,0.032231404958677684,0.02975206611570248,0.0,0.032231404958677684,0.032231404958677684,0.032231404958677684,0.02231404958677686,0.032231404958677684,0.030578512396694214,0.032231404958677684,0.03140495867768595,0.023140495867768594,0.0,0.0,0.0,0.02727272727272727,0.026446280991735537,0.028925619834710745,0.0,0.032231404958677684,0.02727272727272727,0.0,0.0,0.0,0.0,0.015702479338842976,0.0,0.017355371900826446,0.0,0.030578512396694214,0.032231404958677684,0.0,0.0,0.0,0.032231404958677684,0.0,0.0,0.0,0.0,0.024793388429752067,0.0,0.0,0.030578512396694214,0.03140495867768595
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.04004781829049611,0.02092050209205021,0.0,0.0,0.02092050209205021,0.02211595935445308,0.0,0.0,0.04184100418410042,0.0,0.034668260609683206,0.021518230723251645,0.0,0.030484160191273164,0.0,0.0,0.042438732815301854,0.04184100418410042,0.035265989240884636,0.021518230723251645,0.0,0.03347280334728033,0.04303646144650329,0.041243275552898986,0.016138673042438732,0.03586371787208607,0.0328750747160789,0.04303646144650329,0.035265989240884636,0.016736401673640166,0.0,0.0,0.0,0.01972504482964734,0.019127316198445904,0.03765690376569038,0.0,0.04303646144650329,0.01972504482964734,0.0,0.0,0.0,0.0,0.011356843992827256,0.0,0.012552301255230125,0.0,0.023311416616855946,0.041243275552898986,0.0,0.0,0.0,0.03825463239689181,0.0,0.0,0.0,0.0,0.017931858936043037,0.0,0.0,0.02211595935445308,0.022713687985654513
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
