,frontalpole-rh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-lh,temporalpole-rh
frontalpole-rh,0.7172413793103448,0.04827586206896552,0.0,0.05517241379310345,0.0,0.0,0.1793103448275862,0.0
insula-rh,0.03409090909090909,0.5416666666666666,0.0,0.22348484848484848,0.0,0.0,0.045454545454545456,0.1553030303030303
isthmuscingulate-rh,0.0,0.0,0.5827067669172933,0.0,0.10902255639097744,0.3082706766917293,0.0,0.0
parahippocampal-rh,0.0326530612244898,0.2571428571428571,0.0,0.5673469387755102,0.0,0.024489795918367346,0.024489795918367346,0.09387755102040816
pericalcarine-lh,0.0,0.0,0.15708812260536398,0.0,0.7816091954022989,0.06130268199233716,0.0,0.0
pericalcarine-rh,0.007692307692307693,0.0,0.2846153846153846,0.046153846153846156,0.046153846153846156,0.6153846153846154,0.0,0.0
rostralanteriorcingulate-lh,0.11891891891891893,0.05405405405405406,0.0,0.021621621621621623,0.0,0.0,0.8054054054054054,0.0
temporalpole-rh,0.0,0.16044776119402984,0.0,0.09328358208955224,0.0,0.0,0.0,0.746268656716418
