,caudalmiddlefrontal-rh,cuneus-lh,lingual-lh,lingual-rh,parahippocampal-rh,pericalcarine-lh,temporalpole-lh,transversetemporal-rh
caudalmiddlefrontal-rh,0.4574468085106383,0.0,0.010638297872340425,0.1702127659574468,0.18085106382978725,0.18085106382978725,0.0,0.0
cuneus-lh,0.008130081300813009,0.43089430894308944,0.21138211382113822,0.16260162601626016,0.056910569105691054,0.016260162601626018,0.0,0.11382113821138211
lingual-lh,0.025423728813559324,0.17796610169491525,0.4915254237288136,0.11016949152542373,0.0423728813559322,0.0423728813559322,0.0,0.11016949152542373
lingual-rh,0.1015625,0.15625,0.125,0.328125,0.171875,0.03125,0.0,0.0859375
parahippocampal-rh,0.10218978102189781,0.08029197080291971,0.072992700729927,0.20437956204379562,0.36496350364963503,0.06569343065693431,0.0,0.10948905109489052
pericalcarine-lh,0.1485148514851485,0.06930693069306931,0.0297029702970297,0.07920792079207921,0.1485148514851485,0.49504950495049505,0.0,0.0297029702970297
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.0,0.1797752808988764,0.1797752808988764,0.1348314606741573,0.11235955056179775,0.011235955056179775,0.0,0.38202247191011235
