,bankssts-lh,frontalpole-lh,frontalpole-rh,parahippocampal-rh,parsorbitalis-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
bankssts-lh,0.9027027027027027,0.0,0.0,0.0,0.0,0.0,0.04864864864864865,0.04864864864864865
frontalpole-lh,0.0,0.8031809145129225,0.15904572564612326,0.017892644135188866,0.015904572564612324,0.003976143141153081,0.0,0.0
frontalpole-rh,0.0,0.14308943089430895,0.7268292682926829,0.0,0.013008130081300813,0.056910569105691054,0.026016260162601626,0.03414634146341464
parahippocampal-rh,0.0,0.025280898876404494,0.0,0.8960674157303371,0.0,0.07865168539325842,0.0,0.0
parsorbitalis-rh,0.0,0.012066365007541479,0.012066365007541479,0.0,0.5927601809954751,0.06033182503770739,0.2171945701357466,0.10558069381598793
temporalpole-lh,0.0,0.007518796992481203,0.05827067669172932,0.05827067669172932,0.09022556390977443,0.7537593984962406,0.02443609022556391,0.007518796992481203
temporalpole-rh,0.03577235772357724,0.0,0.026016260162601626,0.0,0.21951219512195122,0.030894308943089432,0.5154471544715448,0.17235772357723578
transversetemporal-rh,0.0288,0.0,0.0368,0.0,0.1184,0.0064,0.184,0.6256
