,entorhinal-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsopercularis-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,temporalpole-lh,transversetemporal-rh
entorhinal-lh,0.5617647058823529,0.03529411764705882,0.08676470588235294,0.011764705882352941,0.03676470588235294,0.11323529411764706,0.1426470588235294,0.011764705882352941
lateralorbitofrontal-lh,0.02359882005899705,0.32940019665683384,0.15732546705998032,0.043264503441494594,0.18092428711897737,0.16420845624385447,0.024582104228121928,0.07669616519174041
medialorbitofrontal-lh,0.05662188099808062,0.15738963531669867,0.3761996161228407,0.04990403071017274,0.1813819577735125,0.12284069097888675,0.014395393474088292,0.04126679462571977
parsopercularis-lh,0.014285714285714285,0.06714285714285714,0.08571428571428572,0.58,0.06428571428571428,0.05285714285714286,0.008571428571428572,0.12714285714285714
parsorbitalis-lh,0.02973568281938326,0.197136563876652,0.20594713656387664,0.042951541850220265,0.32929515418502203,0.1420704845814978,0.02092511013215859,0.031938325991189426
rostralanteriorcingulate-lh,0.08026440037771483,0.15769593956562794,0.13031161473087818,0.031161473087818695,0.12370160528800755,0.3777148253068933,0.044381491973559964,0.05476864966949953
temporalpole-lh,0.15973377703826955,0.03826955074875208,0.033277870216306155,0.009983361064891847,0.033277870216306155,0.07653910149750416,0.64891846921797,0.0
transversetemporal-rh,0.01430615164520744,0.11444921316165951,0.05293276108726753,0.13590844062947066,0.05150214592274678,0.09012875536480687,0.002861230329041488,0.5379113018597997
