,frontalpole-lh,frontalpole-rh,fusiform-lh,fusiform-rh,insula-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh
frontalpole-lh,0.5832797427652733,0.2604501607717042,0.03858520900321544,0.0,0.03987138263665595,0.028938906752411574,0.04887459807073955,0.0
frontalpole-rh,0.3047112462006079,0.6952887537993921,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.017857142857142856,0.0,0.2966589861751152,0.051267281105990783,0.13191244239631336,0.17943548387096775,0.2534562211981567,0.06941244239631336
fusiform-rh,0.0,0.0,0.06025641025641026,0.35865384615384616,0.14262820512820512,0.08397435897435897,0.041987179487179484,0.3125
insula-rh,0.020752269779507133,0.0,0.14915693904020752,0.14364461738002593,0.26653696498054474,0.13229571984435798,0.13488975356679636,0.15272373540856032
isthmuscingulate-rh,0.014901712111604312,0.0,0.19879518072289157,0.07989854153455929,0.1293595434369055,0.26093849080532655,0.21528218135700697,0.10082435003170577
parahippocampal-lh,0.023214285714285715,0.0,0.25833333333333336,0.03660714285714286,0.12261904761904761,0.19970238095238096,0.30416666666666664,0.055357142857142855
parahippocampal-rh,0.0,0.0,0.07685185185185185,0.2978395061728395,0.14598765432098765,0.10061728395061728,0.059876543209876544,0.31882716049382714
