,frontalpole-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.1,0.15,0.15,0.15,0.15,0.0,0.15,0.15
insula-rh,0.06451612903225806,0.16129032258064516,0.1935483870967742,0.12903225806451613,0.12903225806451613,0.0,0.1935483870967742,0.12903225806451613
isthmuscingulate-rh,0.0625,0.15625,0.21875,0.125,0.125,0.0,0.1875,0.125
lateralorbitofrontal-lh,0.06896551724137931,0.1724137931034483,0.1724137931034483,0.13793103448275862,0.13793103448275862,0.0,0.1724137931034483,0.13793103448275862
lateralorbitofrontal-rh,0.06896551724137931,0.1724137931034483,0.1724137931034483,0.13793103448275862,0.13793103448275862,0.0,0.1724137931034483,0.13793103448275862
parsorbitalis-lh,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
rostralanteriorcingulate-lh,0.0625,0.15625,0.21875,0.125,0.125,0.0,0.1875,0.125
rostralanteriorcingulate-rh,0.06896551724137931,0.1724137931034483,0.1724137931034483,0.13793103448275862,0.13793103448275862,0.0,0.1724137931034483,0.13793103448275862
