,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
inferiorparietal-rh,0.09962406015037593,0.17105263157894737,0.09962406015037593,0.12406015037593984,0.13345864661654136,0.10714285714285714,0.13345864661654136,0.13157894736842105
parsopercularis-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
parstriangularis-rh,0.10860655737704918,0.13319672131147542,0.10860655737704918,0.13319672131147542,0.13319672131147542,0.1168032786885246,0.13319672131147542,0.13319672131147542
postcentral-rh,0.10412573673870335,0.137524557956778,0.10412573673870335,0.12966601178781925,0.137524557956778,0.11198428290766209,0.137524557956778,0.137524557956778
rostralmiddlefrontal-lh,0.11990950226244344,0.12669683257918551,0.11990950226244344,0.12669683257918551,0.12669683257918551,0.12669683257918551,0.12669683257918551,0.12669683257918551
rostralmiddlefrontal-rh,0.10412573673870335,0.137524557956778,0.10412573673870335,0.12966601178781925,0.137524557956778,0.11198428290766209,0.137524557956778,0.137524557956778
superiortemporal-lh,0.10495049504950495,0.13663366336633664,0.10495049504950495,0.1306930693069307,0.13663366336633664,0.11287128712871287,0.13663366336633664,0.13663366336633664
