,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,TP9,CP5,CP1,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,CP3,P1,PO7,POz,PO4,PO8,P6,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.09531635168447,0.0,0.04519309778142974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09202958093672967,0.0,0.0,0.0,0.0,0.05587510271158587,0.054231717337715694,0.0,0.018898931799506986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005751848808545604,0.0,0.0,0.08216926869350863,0.0,0.0,0.0,0.0,0.0419063270336894,0.0,0.0,0.0,0.0,0.08463434675431389,0.0,0.0,0.0,0.0,0.08134757600657354,0.0,0.0599835661462613,0.0838126540673788,0.0,0.05258833196384552,0.0,0.049301561216105176,0.0,0.0,0.09695973705834018
Fz,0.0,0.09471919530595138,0.0,0.0,0.004191114836546521,0.00586756077116513,0.03352891869237217,0.0,0.0,0.0,0.0,0.0,0.0,0.010058675607711651,0.05699916177703269,0.0,0.0,0.004191114836546521,0.0,0.09639564124056998,0.09639564124056998,0.09052808046940486,0.0586756077116513,0.0,0.002514668901927913,0.07376362112321877,0.0,0.0,0.0,0.08046940486169321,0.0,0.004191114836546521,0.08717518860016764,0.0,0.0,0.0,0.0,0.0586756077116513,0.0,0.0,0.0,0.0,0.005029337803855826,0.03520536462699078,0.0,0.0,0.036881810561609385,0.0,0.0,0.0,0.0,0.06454316848281642,0.0,0.0,0.0,0.0
F3,0.06926952141057935,0.0,0.06801007556675064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06926952141057935,0.0,0.0,0.0,0.0,0.06926952141057935,0.06926952141057935,0.0,0.028967254408060455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008816120906801008,0.0,0.0,0.06926952141057935,0.0,0.0,0.0,0.0,0.06423173803526448,0.0,0.0,0.0,0.0,0.06926952141057935,0.0,0.0,0.0,0.0,0.06926952141057935,0.0,0.06926952141057935,0.06926952141057935,0.0,0.06926952141057935,0.0,0.06801007556675064,0.0,0.0,0.06926952141057935
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.05,0.0,0.0,0.041666666666666664,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.041666666666666664,0.0,0.05,0.05,0.05,0.05,0.0,0.025,0.05,0.0,0.0,0.0,0.05,0.0,0.041666666666666664,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
FC5,0.0,0.05333333333333334,0.0,0.0,0.03333333333333333,0.04666666666666667,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.05333333333333334,0.05333333333333334,0.0,0.0,0.03333333333333333,0.0,0.05333333333333334,0.05333333333333334,0.05333333333333334,0.04666666666666667,0.0,0.02,0.05333333333333334,0.0,0.0,0.0,0.05333333333333334,0.0,0.03333333333333333,0.05333333333333334,0.0,0.0,0.0,0.0,0.05333333333333334,0.0,0.0,0.0,0.0,0.04,0.05333333333333334,0.0,0.0,0.05333333333333334,0.0,0.0,0.0,0.0,0.05333333333333334,0.0,0.0,0.0,0.0
FC1,0.0,0.06890756302521009,0.0,0.0,0.008403361344537815,0.011764705882352941,0.06554621848739496,0.0,0.0,0.0,0.0,0.0,0.0,0.020168067226890758,0.06386554621848739,0.0,0.0,0.008403361344537815,0.0,0.06890756302521009,0.06890756302521009,0.06890756302521009,0.058823529411764705,0.0,0.005042016806722689,0.06890756302521009,0.0,0.0,0.0,0.06890756302521009,0.0,0.008403361344537815,0.06890756302521009,0.0,0.0,0.0,0.0,0.06722689075630252,0.0,0.0,0.0,0.0,0.010084033613445379,0.06218487394957983,0.0,0.0,0.06218487394957983,0.0,0.0,0.0,0.0,0.06554621848739496,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
