,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,TP9,CP5,CP1,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,CP3,P1,PO7,POz,PO4,PO8,P6,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.11332728921124206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06618313689936536,0.07796917497733455,0.0,0.0,0.05258386219401632,0.11242067089755213,0.0,0.032638259292837715,0.0,0.0,0.0,0.0,0.0,0.0,0.01813236627379873,0.0,0.0,0.05983680870353581,0.0,0.0,0.0,0.0,0.0,0.0643699002719855,0.04895738893925657,0.0,0.11060743427017226,0.0,0.027198549410698096,0.0,0.0,0.0,0.0,0.0,0.044424297370806894,0.0,0.0,0.04170444242973708,0.0,0.10244786944696282,0.027198549410698096,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.1105121293800539,0.05121293800539083,0.03773584905660377,0.0,0.09613656783468104,0.0,0.0,0.0880503144654088,0.0,0.0,0.0,0.0,0.0,0.0,0.04582210242587601,0.0,0.044923629829290206,0.0017969451931716084,0.0,0.07277628032345014,0.0,0.0,0.0,0.0,0.03593890386343217,0.0,0.0017969451931716084,0.0,0.0,0.05660377358490566,0.0,0.0,0.0,0.029649595687331536,0.0,0.0017969451931716084,0.0,0.0,0.08176100628930817,0.0,0.04851752021563342,0.0664869721473495,0.0,0.0017969451931716084,0.0,0.0,0.06289308176100629,0.0,0.0,0.06199460916442048,0.0017969451931716084
FC1,0.0,0.0,0.0,0.0,0.0,0.05616850551654965,0.06619859578736209,0.05115346038114343,0.0,0.06820461384152457,0.0,0.0,0.06820461384152457,0.0,0.0,0.0,0.0,0.0,0.0,0.05917753259779338,0.0,0.05917753259779338,0.00802407221664995,0.0,0.06820461384152457,0.0,0.0,0.0,0.0,0.04513540621865597,0.0,0.0020060180541624875,0.0,0.0,0.062186559679037114,0.0,0.0,0.0,0.033099297893681046,0.0,0.013039117352056168,0.0,0.0,0.06820461384152457,0.0,0.05215646940822467,0.06720160481444333,0.0,0.010030090270812437,0.0,0.0,0.06820461384152457,0.0,0.0,0.06820461384152457,0.006018054162487462
C3,0.0,0.0,0.0,0.0,0.0,0.049939098660170524,0.06333739342265529,0.06090133982947625,0.0,0.06333739342265529,0.0,0.0,0.06333739342265529,0.0,0.0,0.0,0.0,0.0,0.0,0.06333739342265529,0.0,0.06211936662606577,0.0097442143727162,0.0,0.06333739342265529,0.0,0.0,0.0,0.0,0.05481120584652863,0.0,0.00243605359317905,0.0,0.0,0.06333739342265529,0.0,0.0,0.0,0.03654080389768575,0.0,0.014616321559074299,0.0,0.0,0.06333739342265529,0.0,0.05602923264311815,0.06333739342265529,0.0,0.012180267965895249,0.0,0.0,0.06333739342265529,0.0,0.0,0.06333739342265529,0.007308160779537149
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.07290922087205147,0.04789135096497498,0.036454610436025735,0.0,0.10007147962830593,0.0,0.0,0.08934953538241601,0.0,0.0,0.0,0.0,0.0,0.0,0.04503216583273767,0.0,0.04217298070050036,0.005718370264474625,0.0,0.07934238741958542,0.0,0.0,0.0,0.0,0.032165832737669764,0.0,0.0014295925661186562,0.0,0.0,0.062187276626161546,0.0,0.0,0.0,0.023588277340957826,0.0,0.009292351679771264,0.0,0.0,0.08577555396711938,0.0,0.04932094353109364,0.062187276626161546,0.0,0.007147962830593281,0.0,0.0,0.07505360972122944,0.0,0.0,0.06862044317369549,0.004288777698355968
