timestamp,bankssts-lh,bankssts-rh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,cuneus-lh,cuneus-rh,entorhinal-lh,entorhinal-rh,frontalpole-lh,frontalpole-rh,fusiform-lh,fusiform-rh,inferiorparietal-lh,inferiorparietal-rh,inferiortemporal-lh,inferiortemporal-rh,insula-lh,insula-rh,isthmuscingulate-lh,isthmuscingulate-rh,lateraloccipital-lh,lateraloccipital-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,lingual-lh,lingual-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,middletemporal-lh,middletemporal-rh,paracentral-lh,paracentral-rh,parahippocampal-lh,parahippocampal-rh,parsopercularis-lh,parsopercularis-rh,parsorbitalis-lh,parsorbitalis-rh,parstriangularis-lh,parstriangularis-rh,pericalcarine-lh,pericalcarine-rh,postcentral-lh,postcentral-rh,posteriorcingulate-lh,posteriorcingulate-rh,precentral-lh,precentral-rh,precuneus-lh,precuneus-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-lh,transversetemporal-rh
0,-0.000443728,-0.00133214,0.000517578,0.000626059,0.00174883,-5.17077e-05,0.000144965,-0.00052123,0.00230323,-0.00027701,-0.00037108,-0.000514554,0.00306198,0.000348321,-0.000192104,0.000611039,0.00204562,0.00113873,-0.000855274,-0.000316851,-0.000811354,-0.00291907,-0.00039489,-0.00194224,-0.000989832,-3.48177e-05,0.00303216,-4.40439e-05,-5.42129e-05,8.43068e-05,-0.000585524,1.75899e-05,0.000219959,-0.000238175,0.0025933,0.000857257,-0.000753468,-0.000890923,0.000833814,-0.000523104,-0.000207487,0.000339265,-0.00161166,-0.00264031,-0.000258451,-0.000407931,-0.000169853,0.000568683,-0.000271769,8.91892e-05,-0.00166893,-0.000582783,-0.00118404,0.000130074,-0.00126001,-0.000131888,-0.000890668,0.000161546,-0.000346146,-0.000939565,0.000382063,-0.000190582,5.82328e-05,0.00165707,0.00286463,-0.00274026,-0.000968744,-0.000362541
0.000999984,-0.000828743,-0.00128764,0.000510763,0.000771554,0.00166142,-0.000203548,0.000288771,-0.000411737,0.00250197,-0.000287784,0.000265877,3.10129e-05,0.00379424,0.000452234,-0.000188405,0.000561808,0.00260682,0.00112874,-0.000154351,-0.000129531,-0.00066356,-0.00258447,-0.000487221,-0.00201015,-0.000837477,0.000152095,0.00356161,0.000281226,0.000207542,0.000262268,-0.00111237,7.41907e-05,0.00018648,5.69137e-05,0.00361104,0.00132348,-0.000818646,-0.000817002,0.000919799,-0.000347675,-0.000209039,0.000379537,-0.00149675,-0.002623,-0.000248119,-0.000432605,9.61514e-05,0.000952674,-0.000265733,4.48385e-05,-0.00151375,-0.000463494,-0.000704314,0.00052809,-0.0013268,-4.97821e-05,-0.000890273,8.76954e-05,-0.00032528,-0.000814975,0.00040561,-0.000233417,0.000126517,0.00146442,0.00308023,-0.00266761,-0.000713931,-0.000443392
0.00199997,-0.00121116,-0.00123706,0.000501789,0.000913385,0.00156801,-0.000354328,0.000431449,-0.000302087,0.00269186,-0.000297519,0.00089841,0.000573238,0.0045117,0.000554393,-0.000183762,0.000510942,0.00315941,0.0011132,0.000546548,5.72444e-05,-0.000513136,-0.0022426,-0.000577261,-0.00207047,-0.000681941,0.000336905,0.00407728,0.000603869,0.000467539,0.000438438,-0.00163621,0.000131801,0.000152143,0.000350541,0.00461615,0.00178086,-0.000880889,-0.000739867,0.00100306,-0.000173294,-0.000209953,0.000419593,-0.00137663,-0.00259748,-0.000236833,-0.000455101,0.000361773,0.00133082,-0.000258687,6.55012e-07,-0.00135446,-0.000343207,-0.000224131,0.000921986,-0.00139094,3.24882e-05,-0.000886246,1.37805e-05,-0.000303261,-0.000688236,0.000428207,-0.000275929,0.000193962,0.00126657,0.00328642,-0.00258496,-0.000457063,-0.000521893
0.00299995,-0.00158941,-0.0011806,0.000490696,0.00105096,0.00146874,-0.000503405,0.000572408,-0.000192759,0.0028721,-0.000306183,0.00152387,0.00110984,0.00521124,0.000654366,-0.000178192,0.000458691,0.00370113,0.00109217,0.00124455,0.000242707,-0.000360827,-0.0018951,-0.000664679,-0.00212292,-0.000523926,0.000518832,0.00457694,0.000922507,0.000724698,0.000612094,-0.00215503,0.00019017,0.000117089,0.000641517,0.00560453,0.00222745,-0.000939939,-0.000659815,0.00108326,-6.31539e-07,-0.000210205,0.000459268,-0.00125183,-0.00256385,-0.000224622,-0.00047529,0.000625868,0.00170155,-0.000250656,-4.31849e-05,-0.00119172,-0.000222449,0.000254489,0.00131009,-0.00145239,0.000114575,-0.000878536,-5.99261e-05,-0.000280153,-0.000559888,0.00044975,-0.000317959,0.000260274,0.00106432,0.00348226,-0.00249258,-0.000199098,-0.000597723
0.00399993,-0.00196195,-0.00111849,0.000477532,0.0011837,0.00136377,-0.000650145,0.000711067,-8.42261e-05,0.00304192,-0.00031375,0.00213967,0.00163858,0.00588985,0.000751728,-0.000171722,0.000405304,0.00422977,0.00106577,0.00193681,0.000426102,-0.000207388,-0.00154359,-0.000749161,-0.00216723,-0.000364145,0.000697117,0.00505842,0.00123579,0.000977958,0.00078253,-0.0026668,0.000249039,8.14616e-05,0.000928672,0.00657213,0.00266131,-0.00099555,-0.000577158,0.00116005,0.000169661,-0.000209773,0.000498396,-0.00112287,-0.00252226,-0.000211517,-0.000493057,0.000887298,0.00206337,-0.000241666,-8.65074e-05,-0.00102623,-0.000101748,0.000729539,0.00169077,-0.00151107,0.000196131,-0.000867104,-0.000133154,-0.000256023,-0.00043047,0.000470137,-0.00035935,0.000325168,0.000858475,0.00366686,-0.0023908,5.90042e-05,-0.000670573
0.00499992,-0.00232728,-0.00105097,0.000462356,0.00131105,0.00125328,-0.000793927,0.000846858,2.30493e-05,0.0032006,-0.000320196,0.00274325,0.00215726,0.00654461,0.00084607,-0.00016438,0.000351037,0.00474318,0.00103414,0.00262051,0.000606686,-5.35787e-05,-0.00118974,-0.000830407,-0.00220319,-0.000203319,0.000871021,0.00551965,0.00154239,0.00122628,0.000949056,-0.00316955,0.000308144,4.54087e-05,0.00121086,0.00751502,0.00308062,-0.00104749,-0.000492217,0.00123312,0.000336955,-0.000208637,0.000536808,-0.000990316,-0.0024729,-0.000197552,-0.000508298,0.00114494,0.00241479,-0.000231747,-0.000129142,-0.000858664,1.83755e-05,0.00119904,0.00206243,-0.00156696,0.000276814,-0.00085193,-0.000205637,-0.000230942,-0.000300524,0.000489268,-0.000399944,0.000388366,0.000649871,0.00383936,-0.00227997,0.000316288,-0.000740154
0.0059999,-0.00268389,-0.000978325,0.000445234,0.00143251,0.0011375,-0.000934144,0.000979222,0.000128616,0.00334749,-0.000325505,0.00333214,0.00266374,0.00717271,0.000936992,-0.0001562,0.000296145,0.00523926,0.000997437,0.00329287,0.000783736,9.98357e-05,-0.000835183,-0.000908133,-0.00223061,-4.2172e-05,0.00103983,0.00595865,0.00184102,0.00146866,0.001111,-0.00366136,0.000367211,9.07957e-06,0.00148695,0.00842939,0.0034836,-0.00109556,-0.000405321,0.00130216,0.000500641,-0.00020678,0.000574334,-0.000854725,-0.00241597,-0.000182766,-0.000520922,0.00139768,0.00275442,-0.000220934,-0.000170924,-0.000689707,0.000137404,0.00166105,0.00242352,-0.00162,0.000356283,-0.000833009,-0.000277114,-0.000204984,-0.00017059,0.000507047,-0.000439586,0.000449596,0.00043934,0.00399895,-0.00216049,0.000571808,-0.000806189
0.00699988,-0.00303035,-0.00090087,0.000426244,0.00154756,0.00101664,-0.00107021,0.00110762,0.000232037,0.00348195,-0.000329665,0.00390397,0.00315597,0.00777148,0.00102411,-0.00014722,0.000240884,0.00571602,0.000955855,0.00395119,0.000956548,0.000252092,-0.000481573,-0.000982072,-0.00224933,0.000118571,0.00120287,0.00637355,0.00213043,0.0017041,0.00126773,-0.00414033,0.000425964,-2.73751e-05,0.00175587,0.00931154,0.00386858,-0.00113954,-0.00031681,0.00136687,0.000660139,-0.000204186,0.000610802,-0.00071667,-0.0023517,-0.000167201,-0.000530852,0.00164445,0.00308091,-0.000209263,-0.000211692,-0.000520042,0.00025483,0.00211368,0.00277256,-0.00167014,0.000434207,-0.000810354,-0.000347328,-0.000178225,-4.1202e-05,0.000523383,-0.000478125,0.000508602,0.00022772,0.00414483,-0.00203278,0.000824628,-0.000868424
0.00799987,-0.00336526,-0.000818933,0.00040547,0.00165575,0.000890946,-0.00120154,0.00123153,0.000332892,0.00360344,-0.000332669,0.00445642,0.00363196,0.00833837,0.00110707,-0.000137483,0.000185509,0.00617152,0.000909608,0.00459282,0.00112444,0.000402431,-0.000130537,-0.00105198,-0.00225925,0.000278187,0.00135948,0.00676259,0.00240944,0.00193168,0.00141862,-0.00460462,0.000484123,-6.38042e-05,0.00201656,0.0101579,0.00423399,-0.00117926,-0.000227028,0.00142697,0.000814896,-0.000200843,0.000646042,-0.000576732,-0.00228035,-0.0001509,-0.000538024,0.00188417,0.00339296,-0.000196776,-0.000251289,-0.000350347,0.000370157,0.00255507,0.00310812,-0.00171734,0.000510258,-0.000783995,-0.00041603,-0.000150745,8.71114e-05,0.000538189,-0.000515412,0.000565135,1.58538e-05,0.0042763,-0.00189731,0.00107383,-0.000926621
0.00899985,-0.00368725,-0.000732869,0.000383004,0.00175665,0.000760695,-0.00132761,0.00135045,0.000430778,0.00371142,-0.000334517,0.00498731,0.0040898,0.00887098,0.00118551,-0.000127035,0.000130272,0.00660393,0.000858937,0.00521521,0.00128677,0.000550102,0.000216318,-0.00111762,-0.00226028,0.000435963,0.00150904,0.00712412,0.00267688,0.00215047,0.00156308,-0.00505249,0.000541405,-0.000100056,0.00226801,0.0109651,0.00457833,-0.00121456,-0.000136325,0.0014822,0.000964387,-0.00019674,0.000679883,-0.000435496,-0.00220219,-0.000133912,-0.00054239,0.00211583,0.00368939,-0.000183515,-0.000289568,-0.000181287,0.000482903,0.00298344,0.00342885,-0.00176156,0.000584121,-0.00075398,-0.00048298,-0.000122624,0.000213832,0.000551382,-0.0005513,0.00061896,-0.000195422,0.00439268,-0.00175457,0.00131852,-0.000980562
