,cuneus-lh,frontalpole-rh,lateralorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-rh,pericalcarine-rh,rostralanteriorcingulate-rh
cuneus-lh,0.7905982905982906,0.0,0.0,0.0,0.004273504273504274,0.0,0.20512820512820512,0.0
frontalpole-rh,0.0,0.4319371727748691,0.07068062827225131,0.0,0.0,0.04450261780104712,0.09162303664921466,0.3612565445026178
lateralorbitofrontal-rh,0.0,0.07407407407407407,0.4576719576719577,0.0,0.0,0.164021164021164,0.19047619047619047,0.11375661375661375
parahippocampal-lh,0.0,0.0,0.0,0.9458128078817734,0.054187192118226604,0.0,0.0,0.0
parahippocampal-rh,0.015789473684210527,0.0,0.0,0.06842105263157895,0.8263157894736842,0.0,0.08947368421052632,0.0
parsorbitalis-rh,0.0,0.0539568345323741,0.20863309352517986,0.0,0.0,0.5827338129496403,0.0683453237410072,0.08633093525179857
pericalcarine-rh,0.11136890951276102,0.08120649651972157,0.16705336426914152,0.0,0.03480278422273782,0.05336426914153132,0.43155452436194897,0.12064965197215777
rostralanteriorcingulate-rh,0.0,0.2878787878787879,0.09956709956709957,0.0,0.0,0.06493506493506493,0.11688311688311688,0.43073593073593075
