,frontalpole-rh,isthmuscingulate-rh,parahippocampal-rh,parsorbitalis-lh,parstriangularis-lh,rostralmiddlefrontal-lh,superiorparietal-lh,temporalpole-lh
frontalpole-rh,0.7453183520599251,0.0,0.0,0.06741573033707865,0.06741573033707865,0.07865168539325842,0.04119850187265917,0.0
isthmuscingulate-rh,0.0,0.45823389021479716,0.2386634844868735,0.03579952267303103,0.03341288782816229,0.002386634844868735,0.07875894988066826,0.15274463007159905
parahippocampal-rh,0.0,0.23645320197044334,0.5024630541871922,0.11083743842364532,0.027093596059113302,0.009852216748768473,0.054187192118226604,0.059113300492610835
parsorbitalis-lh,0.04007633587786259,0.02099236641221374,0.06679389312977099,0.32251908396946566,0.22709923664122136,0.2099236641221374,0.10305343511450382,0.009541984732824428
parstriangularis-lh,0.037606837606837605,0.017094017094017096,0.008547008547008548,0.18803418803418803,0.3487179487179487,0.26495726495726496,0.1264957264957265,0.008547008547008548
rostralmiddlefrontal-lh,0.044573643410852716,0.0,0.0,0.18992248062015504,0.2926356589147287,0.3682170542635659,0.10465116279069768,0.0
superiorparietal-lh,0.029017857142857144,0.06919642857142858,0.04017857142857143,0.12946428571428573,0.16071428571428573,0.12053571428571429,0.359375,0.09151785714285714
temporalpole-lh,0.0,0.21405750798722045,0.08306709265175719,0.022364217252396165,0.022364217252396165,0.0,0.12460063897763578,0.5335463258785943
