,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-lh,postcentral-rh,precentral-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.36363636363636365,0.2606060606060606,0.0,0.0,0.0,0.37575757575757573,0.0,0.0
parstriangularis-rh,0.2847682119205298,0.37748344370860926,0.0,0.0,0.0,0.33774834437086093,0.0,0.0
postcentral-lh,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.23076923076923078,0.0
postcentral-rh,0.0,0.0,0.0,0.4931506849315068,0.0,0.0,0.3835616438356164,0.1232876712328767
precentral-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.3229166666666667,0.2760416666666667,0.0,0.0,0.0,0.4010416666666667,0.0,0.0
superiorparietal-rh,0.0,0.0,0.043478260869565216,0.4057971014492754,0.0,0.0,0.42028985507246375,0.13043478260869565
superiortemporal-lh,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.13636363636363635,0.7272727272727273
