,caudalmiddlefrontal-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.39487179487179486,0.12307692307692308,0.0,0.2205128205128205,0.0,0.1076923076923077,0.0,0.15384615384615385
postcentral-rh,0.12149532710280374,0.2616822429906542,0.1308411214953271,0.0,0.11682242990654206,0.09813084112149532,0.1308411214953271,0.14018691588785046
precentral-rh,0.0,0.21705426356589147,0.31007751937984496,0.0,0.20155038759689922,0.0,0.2713178294573643,0.0
rostralmiddlefrontal-rh,0.35,0.0,0.0,0.575,0.0,0.075,0.0,0.0
superiorparietal-rh,0.0,0.2524271844660194,0.2524271844660194,0.0,0.24271844660194175,0.0,0.2524271844660194,0.0
superiortemporal-lh,0.1826086956521739,0.1826086956521739,0.0,0.06086956521739131,0.0,0.391304347826087,0.0,0.1826086956521739
superiortemporal-rh,0.0,0.22580645161290322,0.28225806451612906,0.0,0.20967741935483872,0.0,0.28225806451612906,0.0
supramarginal-rh,0.2689075630252101,0.25210084033613445,0.0,0.0,0.0,0.17647058823529413,0.0,0.3025210084033613
