,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.49122807017543857,0.0,0.0,0.5087719298245614,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.46774193548387094,0.06451612903225806,0.0,0.0,0.46774193548387094,0.0,0.0
postcentral-lh,0.0,0.043478260869565216,0.4782608695652174,0.0,0.43478260869565216,0.043478260869565216,0.0,0.0
precentral-rh,0.31521739130434784,0.0,0.0,0.4891304347826087,0.0,0.0,0.09782608695652174,0.09782608695652174
rostralmiddlefrontal-lh,0.0,0.0,0.38235294117647056,0.0,0.6176470588235294,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.3409090909090909,0.045454545454545456,0.0,0.0,0.6136363636363636,0.0,0.0
superiortemporal-lh,0.0,0.0,0.0,0.09375,0.0,0.0,0.4583333333333333,0.4479166666666667
superiortemporal-rh,0.0,0.0,0.0,0.09183673469387756,0.0,0.0,0.41836734693877553,0.4897959183673469
