,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.21030042918454936,0.1759656652360515,0.0815450643776824,0.0815450643776824,0.11158798283261803,0.07296137339055794,0.1630901287553648,0.10300429184549356
inferiorparietal-rh,0.19523809523809524,0.19523809523809524,0.09047619047619047,0.09047619047619047,0.12380952380952381,0.05714285714285714,0.18095238095238095,0.06666666666666667
parsopercularis-lh,0.12666666666666668,0.12666666666666668,0.19333333333333333,0.18,0.18,0.0,0.18,0.013333333333333334
parstriangularis-rh,0.1292517006802721,0.1292517006802721,0.17687074829931973,0.1836734693877551,0.1836734693877551,0.0,0.1836734693877551,0.013605442176870748
precentral-rh,0.13829787234042554,0.13829787234042554,0.13829787234042554,0.14361702127659576,0.17553191489361702,0.03723404255319149,0.18085106382978725,0.047872340425531915
superiortemporal-lh,0.1978021978021978,0.13186813186813187,0.01098901098901099,0.01098901098901099,0.08791208791208792,0.1978021978021978,0.13186813186813187,0.23076923076923078
superiortemporal-rh,0.16593886462882096,0.16593886462882096,0.1091703056768559,0.11353711790393013,0.14410480349344978,0.048034934497816595,0.19213973799126638,0.0611353711790393
supramarginal-lh,0.1925925925925926,0.13333333333333333,0.037037037037037035,0.02962962962962963,0.08148148148148149,0.14074074074074075,0.13333333333333333,0.2518518518518518
