,Fz,FT9,TP10,FC2,Fp2,F1,PO8,AF8
Fz,0.248,0.256,0.192,0.0,0.0,0.0,0.176,0.128
FT9,0.24793388429752067,0.256198347107438,0.19008264462809918,0.0,0.0,0.0,0.18181818181818182,0.12396694214876033
TP10,0.22018348623853212,0.22935779816513763,0.21100917431192662,0.0,0.0,0.0,0.2018348623853211,0.13761467889908258
FC2,0.0,0.0,0.0,0.4025974025974026,0.36363636363636365,0.2077922077922078,0.0,0.025974025974025976
Fp2,0.0,0.0,0.0,0.375,0.375,0.2222222222222222,0.0,0.027777777777777776
F1,0.0,0.0,0.0,0.34,0.34,0.3,0.0,0.02
PO8,0.22105263157894736,0.23157894736842105,0.21052631578947367,0.0,0.0,0.0,0.21052631578947367,0.12631578947368421
AF8,0.21428571428571427,0.20238095238095238,0.20238095238095238,0.0,0.0,0.0,0.17857142857142858,0.20238095238095238
