,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.37735849056603776,0.0,0.03773584905660377,0.16981132075471697,0.16981132075471697,0.0,0.09433962264150944,0.1509433962264151
inferiorparietal-rh,0.0,0.6521739130434783,0.13043478260869565,0.043478260869565216,0.0,0.13043478260869565,0.043478260869565216,0.0
parsopercularis-lh,0.0,0.08333333333333333,0.6388888888888888,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.0,0.1388888888888889
rostralmiddlefrontal-rh,0.16326530612244897,0.02040816326530612,0.08163265306122448,0.3877551020408163,0.20408163265306123,0.08163265306122448,0.061224489795918366,0.0
superiorfrontal-lh,0.20454545454545456,0.0,0.09090909090909091,0.25,0.45454545454545453,0.0,0.0,0.0
superiorparietal-rh,0.0,0.02702702702702703,0.0,0.16216216216216217,0.0,0.5945945945945946,0.21621621621621623,0.0
superiortemporal-lh,0.14285714285714285,0.02857142857142857,0.0,0.08571428571428572,0.0,0.17142857142857143,0.42857142857142855,0.14285714285714285
superiortemporal-rh,0.20512820512820512,0.0,0.1282051282051282,0.0,0.0,0.0,0.1282051282051282,0.5384615384615384
