,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh
caudalmiddlefrontal-rh,0.4166666666666667,0.0,0.0,0.041666666666666664,0.2708333333333333,0.16666666666666666,0.10416666666666667,0.0
inferiorparietal-rh,0.05128205128205128,0.5384615384615384,0.1282051282051282,0.1794871794871795,0.07692307692307693,0.02564102564102564,0.0,0.0
parsopercularis-lh,0.0,0.22727272727272727,0.7727272727272727,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.07142857142857142,0.25,0.0,0.5,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.0
rostralmiddlefrontal-rh,0.4146341463414634,0.024390243902439025,0.0,0.024390243902439025,0.36585365853658536,0.12195121951219512,0.04878048780487805,0.0
superiorfrontal-lh,0.20512820512820512,0.0,0.0,0.05128205128205128,0.1282051282051282,0.4358974358974359,0.15384615384615385,0.02564102564102564
superiorfrontal-rh,0.14285714285714285,0.0,0.0,0.07142857142857142,0.07142857142857142,0.17857142857142858,0.5357142857142857,0.0
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9
