,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,fusiform-rh,inferiortemporal-rh,insula-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.5537974683544303,0.4462025316455696,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.4231974921630094,0.5768025078369906,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.0,0.3883495145631068,0.29854368932038833,0.0,0.3131067961165049,0.0,0.0
inferiortemporal-rh,0.0,0.0,0.3118556701030928,0.4252577319587629,0.0,0.26288659793814434,0.0,0.0
insula-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.33756345177664976,0.27411167512690354,0.0,0.3883248730964467,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.48148148148148145
