,entorhinal-rh,insula-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh
entorhinal-rh,0.7183098591549296,0.2347417840375587,0.0,0.0,0.046948356807511735,0.0,0.0,0.0
insula-rh,0.20717131474103587,0.5737051792828686,0.1394422310756972,0.0,0.0796812749003984,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.07081545064377683,0.31759656652360513,0.19742489270386265,0.148068669527897,0.0,0.1609442060085837,0.10515021459227468
medialorbitofrontal-lh,0.0,0.0,0.14511041009463724,0.3264984227129338,0.20347003154574134,0.028391167192429023,0.14511041009463724,0.15141955835962145
medialorbitofrontal-rh,0.02491103202846975,0.03914590747330961,0.12277580071174377,0.22953736654804271,0.3416370106761566,0.0,0.099644128113879,0.1423487544483986
parahippocampal-rh,0.0,0.0,0.0,0.10752688172043011,0.0,0.6881720430107527,0.05913978494623656,0.14516129032258066
parsorbitalis-lh,0.0,0.0,0.1570796460176991,0.19911504424778761,0.12831858407079647,0.01991150442477876,0.4026548672566372,0.09292035398230089
rostralanteriorcingulate-lh,0.0,0.0,0.10578842315369262,0.20758483033932135,0.17165668662674652,0.05389221556886228,0.09381237524950099,0.36726546906187624
