,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-rh,paracentral-lh,paracentral-rh,parstriangularis-rh,posteriorcingulate-lh,posteriorcingulate-rh
frontalpole-rh,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.36,0.48,0.16,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.0,0.2631578947368421,0.24210526315789474,0.0,0.25263157894736843,0.24210526315789474
paracentral-rh,0.0,0.0,0.0,0.24752475247524752,0.24752475247524752,0.0,0.25742574257425743,0.24752475247524752
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.26262626262626265,0.24242424242424243,0.0,0.25252525252525254,0.24242424242424243
posteriorcingulate-rh,0.0,0.0,0.0,0.24752475247524752,0.24752475247524752,0.0,0.25742574257425743,0.24752475247524752
