,cuneus-lh,cuneus-rh,insula-lh,lateralorbitofrontal-lh,paracentral-lh,parahippocampal-rh,parstriangularis-rh,rostralanteriorcingulate-lh
cuneus-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-lh,0.0,0.0,0.20491803278688525,0.20491803278688525,0.18032786885245902,0.20491803278688525,0.0,0.20491803278688525
lateralorbitofrontal-lh,0.0,0.0,0.2,0.2,0.18333333333333332,0.20833333333333334,0.0,0.20833333333333334
paracentral-lh,0.0,0.0,0.1834862385321101,0.1834862385321101,0.22935779816513763,0.2018348623853211,0.0,0.2018348623853211
parahippocampal-rh,0.0,0.0,0.19166666666666668,0.19166666666666668,0.2,0.20833333333333334,0.0,0.20833333333333334
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.19166666666666668,0.19166666666666668,0.2,0.20833333333333334,0.0,0.20833333333333334
