,cuneus-rh,entorhinal-lh,inferiortemporal-lh,lingual-rh,paracentral-lh,pericalcarine-rh,posteriorcingulate-rh,temporalpole-lh
cuneus-rh,0.4473684210526316,0.0,0.0,0.0,0.21052631578947367,0.15789473684210525,0.18421052631578946,0.0
entorhinal-lh,0.0,0.6190476190476191,0.3333333333333333,0.0,0.0,0.0,0.0,0.047619047619047616
inferiortemporal-lh,0.0,0.3103448275862069,0.4482758620689655,0.0,0.0,0.0,0.0,0.2413793103448276
lingual-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
paracentral-lh,0.2916666666666667,0.0,0.0,0.0,0.4166666666666667,0.0,0.2916666666666667,0.0
pericalcarine-rh,0.3076923076923077,0.0,0.0,0.0,0.0,0.6923076923076923,0.0,0.0
posteriorcingulate-rh,0.3181818181818182,0.0,0.0,0.0,0.36363636363636365,0.0,0.3181818181818182,0.0
temporalpole-lh,0.0,0.11538461538461539,0.34615384615384615,0.0,0.0,0.0,0.0,0.5384615384615384
