,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.06066734074823053,0.0,0.0,0.06167846309403438,0.0,0.0,0.06167846309403438,0.0,0.06167846309403438,0.0,0.0,0.054600606673407485,0.0,0.0,0.0,0.0,0.0,0.0,0.042467138523761376,0.0,0.06167846309403438,0.06167846309403438,0.06066734074823053,0.0,0.0,0.0,0.06066734074823053,0.0,0.05055611729019211,0.010111223458038422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0262891809908999,0.06167846309403438,0.0,0.0,0.0,0.0,0.0,0.06167846309403438,0.0,0.03741152679474216,0.03741152679474216,0.0,0.0,0.0,0.04044489383215369,0.0,0.0,0.0,0.025278058645096056,0.0,0.0,0.0,0.06167846309403438
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.05910852713178295,0.0,0.0,0.06298449612403101,0.0,0.0,0.06298449612403101,0.0,0.06395348837209303,0.0,0.0,0.05232558139534884,0.0,0.0,0.0,0.0,0.0,0.0,0.040697674418604654,0.0,0.06395348837209303,0.06395348837209303,0.060077519379844964,0.0,0.0,0.0,0.060077519379844964,0.0,0.04844961240310078,0.009689922480620155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025193798449612403,0.06395348837209303,0.0,0.0,0.0,0.0,0.0,0.06395348837209303,0.0,0.035852713178294575,0.035852713178294575,0.0,0.0,0.0,0.03875968992248062,0.0,0.0,0.0,0.02422480620155039,0.0,0.0,0.0,0.06395348837209303
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.07993197278911565,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.06972789115646258,0.00510204081632653,0.0,0.0,0.08163265306122448,0.0,0.0,0.0,0.08333333333333333,0.01020408163265306,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07993197278911565,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.01020408163265306,0.0,0.0,0.08163265306122448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.05916585838991271,0.0,0.0,0.061105722599418044,0.0,0.0,0.06304558680892337,0.0,0.06401551891367604,0.0,0.0,0.052376333656644035,0.0,0.0,0.0,0.0,0.0,0.0,0.040737148399612025,0.0,0.06401551891367604,0.06401551891367604,0.06013579049466537,0.0,0.0,0.0,0.06207565470417071,0.0,0.04849660523763336,0.009699321047526674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02521823472356935,0.06304558680892337,0.0,0.0,0.0,0.0,0.0,0.06401551891367604,0.0,0.03588748787584869,0.03588748787584869,0.0,0.0,0.0,0.038797284190106696,0.0,0.0,0.0,0.02424830261881668,0.0,0.0,0.0,0.06401551891367604
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
