,Fp1,F7,FC5,C3,F8,AF7,FT7,FC3
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.5513513513513514,0.0,0.0,0.0,0.0,0.0,0.4486486486486487
FC5,0.0,0.0,0.6959706959706959,0.0,0.0,0.0,0.304029304029304,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.503030303030303,0.0,0.0,0.0,0.49696969696969695,0.0
FC3,0.0,0.41116751269035534,0.0,0.0,0.0,0.0,0.0,0.5888324873096447
