,Fp1,F7,FC5,C3,F8,AF7,FT7,FC3
Fp1,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
F7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.10101010101010101,0.0,0.0,0.0,0.0,0.0,0.898989898989899,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
