,bankssts-lh,fusiform-rh,inferiorparietal-rh,lateraloccipital-rh,middletemporal-rh,parahippocampal-rh,temporalpole-rh,transversetemporal-lh
bankssts-lh,0.521865889212828,0.02040816326530612,0.0058309037900874635,0.008746355685131196,0.0029154518950437317,0.029154518950437316,0.026239067055393587,0.3848396501457726
fusiform-rh,0.00487012987012987,0.16883116883116883,0.16396103896103897,0.17045454545454544,0.16883116883116883,0.15097402597402598,0.1525974025974026,0.01948051948051948
inferiorparietal-rh,0.0,0.15424610051993068,0.17677642980935876,0.17504332755632582,0.18024263431542462,0.15077989601386482,0.15077989601386482,0.012131715771230503
lateraloccipital-rh,0.0,0.15548281505728315,0.1751227495908347,0.1783960720130933,0.18330605564648117,0.14729950900163666,0.14729950900163666,0.01309328968903437
middletemporal-rh,0.0,0.1546218487394958,0.17142857142857143,0.1781512605042017,0.1899159663865546,0.14285714285714285,0.15294117647058825,0.010084033613445379
parahippocampal-rh,0.010526315789473684,0.1631578947368421,0.15964912280701754,0.16140350877192983,0.156140350877193,0.17192982456140352,0.15087719298245614,0.02631578947368421
temporalpole-rh,0.008605851979345954,0.15834767641996558,0.1514629948364888,0.16006884681583478,0.16179001721170397,0.14285714285714285,0.1927710843373494,0.024096385542168676
transversetemporal-lh,0.3333333333333333,0.04040404040404041,0.027777777777777776,0.030303030303030304,0.025252525252525252,0.047979797979797977,0.045454545454545456,0.4494949494949495
