,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,parsorbitalis-lh,posteriorcingulate-lh,posteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.2540322580645161,0.2620967741935484,0.0,0.14516129032258066,0.0,0.13709677419354838,0.12903225806451613,0.07258064516129033
caudalanteriorcingulate-rh,0.25296442687747034,0.26877470355731226,0.0,0.1422924901185771,0.0,0.13438735177865613,0.12648221343873517,0.07509881422924901
frontalpole-lh,0.0,0.0,0.6990291262135923,0.019417475728155338,0.2815533980582524,0.0,0.0,0.0
frontalpole-rh,0.14732142857142858,0.14732142857142858,0.026785714285714284,0.30357142857142855,0.0,0.16517857142857142,0.15625,0.05357142857142857
parsorbitalis-lh,0.0,0.0,0.2804878048780488,0.0,0.7195121951219512,0.0,0.0,0.0
posteriorcingulate-lh,0.15,0.15,0.0,0.165,0.0,0.22,0.23,0.085
posteriorcingulate-rh,0.14659685863874344,0.14659685863874344,0.0,0.16230366492146597,0.0,0.2198952879581152,0.23036649214659685,0.09424083769633508
temporalpole-rh,0.1044776119402985,0.11194029850746269,0.0,0.07462686567164178,0.0,0.11194029850746269,0.11940298507462686,0.47761194029850745
