,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.375,0.041666666666666664,0.0,0.16666666666666666,0.0,0.0,0.4166666666666667,0.0
inferiorparietal-rh,0.0,0.2571428571428571,0.11428571428571428,0.2,0.17142857142857143,0.17142857142857143,0.0,0.08571428571428572
postcentral-rh,0.0,0.19230769230769232,0.15384615384615385,0.11538461538461539,0.19230769230769232,0.19230769230769232,0.038461538461538464,0.11538461538461539
rostralmiddlefrontal-rh,0.0547945205479452,0.0821917808219178,0.0547945205479452,0.3972602739726027,0.0547945205479452,0.0547945205479452,0.2602739726027397,0.0410958904109589
superiorparietal-lh,0.0,0.20689655172413793,0.13793103448275862,0.13793103448275862,0.20689655172413793,0.20689655172413793,0.0,0.10344827586206896
superiorparietal-rh,0.0,0.20689655172413793,0.13793103448275862,0.13793103448275862,0.20689655172413793,0.20689655172413793,0.0,0.10344827586206896
superiortemporal-lh,0.13636363636363635,0.0,0.0,0.30303030303030304,0.0,0.0,0.5606060606060606,0.0
supramarginal-rh,0.03333333333333333,0.2,0.13333333333333333,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.03333333333333333,0.1
