,bankssts-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-rh,0.55,0.0,0.0,0.17,0.26,0.0,0.0,0.02
frontalpole-lh,0.0,0.46236559139784944,0.10215053763440861,0.043010752688172046,0.11827956989247312,0.15591397849462366,0.03763440860215054,0.08064516129032258
frontalpole-rh,0.0,0.26666666666666666,0.41333333333333333,0.0,0.0,0.24,0.08,0.0
isthmuscingulate-rh,0.09895833333333333,0.052083333333333336,0.0,0.4583333333333333,0.13020833333333334,0.13541666666666666,0.125,0.0
parahippocampal-rh,0.14634146341463414,0.13414634146341464,0.0,0.11585365853658537,0.4695121951219512,0.054878048780487805,0.0,0.07926829268292683
rostralanteriorcingulate-lh,0.0,0.16019417475728157,0.09223300970873786,0.11650485436893204,0.05339805825242718,0.32038834951456313,0.18446601941747573,0.07281553398058252
rostralanteriorcingulate-rh,0.0,0.060240963855421686,0.04216867469879518,0.1566265060240964,0.006024096385542169,0.25903614457831325,0.42168674698795183,0.05421686746987952
temporalpole-lh,0.0,0.1440677966101695,0.0,0.0,0.09322033898305085,0.11016949152542373,0.059322033898305086,0.5932203389830508
