,frontalpole-rh,fusiform-lh,inferiorparietal-lh,lateralorbitofrontal-lh,lingual-lh,parahippocampal-lh,temporalpole-lh,transversetemporal-lh
frontalpole-rh,0.32786885245901637,0.04918032786885246,0.3442622950819672,0.0,0.0,0.0,0.2786885245901639,0.0
fusiform-lh,0.0049261083743842365,0.21280788177339902,0.1684729064039409,0.10443349753694581,0.18423645320197043,0.18423645320197043,0.016748768472906402,0.12413793103448276
inferiorparietal-lh,0.025056947608200455,0.18337129840546698,0.2266514806378132,0.08769931662870159,0.15831435079726652,0.1571753986332574,0.05011389521640091,0.11161731207289294
lateralorbitofrontal-lh,0.0,0.14967741935483872,0.11225806451612903,0.2696774193548387,0.17806451612903226,0.17290322580645162,0.0,0.11741935483870967
lingual-lh,0.0009398496240601503,0.18890977443609022,0.14191729323308272,0.12030075187969924,0.20676691729323307,0.20394736842105263,0.009398496240601503,0.12781954887218044
parahippocampal-lh,0.0,0.190521327014218,0.14123222748815165,0.11753554502369669,0.2018957345971564,0.20568720379146918,0.011374407582938388,0.13175355450236967
temporalpole-lh,0.044673539518900345,0.044673539518900345,0.12371134020618557,0.0,0.020618556701030927,0.027491408934707903,0.697594501718213,0.041237113402061855
transversetemporal-lh,0.0,0.17076326002587322,0.13454075032341525,0.11772315653298836,0.1759379042690815,0.17981888745148772,0.02069857697283312,0.20051746442432083
