,bankssts-lh,bankssts-rh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiortemporal-lh
bankssts-lh,0.2391304347826087,0.21739130434782608,0.0,0.0,0.17391304347826086,0.13043478260869565,0.0,0.2391304347826087
bankssts-rh,0.2391304347826087,0.21739130434782608,0.0,0.0,0.17391304347826086,0.13043478260869565,0.0,0.2391304347826087
frontalpole-lh,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.0,0.23529411764705882,0.23529411764705882,0.0,0.11764705882352941
frontalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.2,0.2,0.04,0.0,0.2,0.16,0.0,0.2
rostralanteriorcingulate-lh,0.17391304347826086,0.17391304347826086,0.06521739130434782,0.0,0.21739130434782608,0.1956521739130435,0.0,0.17391304347826086
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superiortemporal-lh,0.2391304347826087,0.21739130434782608,0.0,0.0,0.17391304347826086,0.13043478260869565,0.0,0.2391304347826087
