,bankssts-lh,bankssts-rh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiortemporal-lh
bankssts-lh,0.23943661971830985,0.19718309859154928,0.0,0.0,0.18309859154929578,0.15492957746478872,0.0,0.22535211267605634
bankssts-rh,0.22727272727272727,0.21212121212121213,0.0,0.0,0.18181818181818182,0.15151515151515152,0.0,0.22727272727272727
frontalpole-lh,0.05263157894736842,0.05263157894736842,0.4473684210526316,0.02631578947368421,0.10526315789473684,0.10526315789473684,0.15789473684210525,0.05263157894736842
frontalpole-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.21333333333333335,0.18666666666666668,0.02666666666666667,0.0,0.2,0.17333333333333334,0.0,0.2
rostralanteriorcingulate-lh,0.19696969696969696,0.16666666666666666,0.045454545454545456,0.0,0.21212121212121213,0.19696969696969696,0.0,0.18181818181818182
rostralanteriorcingulate-rh,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0
superiortemporal-lh,0.23943661971830985,0.19718309859154928,0.0,0.0,0.18309859154929578,0.15492957746478872,0.0,0.22535211267605634
