,entorhinal-lh,entorhinal-rh,inferiortemporal-lh,isthmuscingulate-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,pericalcarine-rh
entorhinal-lh,0.3125,0.3125,0.0,0.0,0.0,0.0,0.375,0.0
entorhinal-rh,0.22727272727272727,0.5,0.0,0.0,0.0,0.0,0.2727272727272727,0.0
inferiortemporal-lh,0.0,0.0,0.2413793103448276,0.20689655172413793,0.1724137931034483,0.27586206896551724,0.0,0.10344827586206896
isthmuscingulate-lh,0.0,0.0,0.2222222222222222,0.3888888888888889,0.1111111111111111,0.2777777777777778,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.21875,0.125,0.25,0.1875,0.03125,0.1875
lingual-lh,0.0,0.0,0.23076923076923078,0.2692307692307692,0.15384615384615385,0.2692307692307692,0.0,0.07692307692307693
parahippocampal-lh,0.2,0.2,0.0,0.0,0.15,0.0,0.35,0.1
pericalcarine-rh,0.0,0.0,0.22727272727272727,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.0,0.22727272727272727
