,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.04810126582278481,0.0,0.0,0.0,0.021518987341772152,0.04683544303797468,0.04430379746835443,0.0,0.0,0.049367088607594936,0.04430379746835443,0.0,0.0,0.049367088607594936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049367088607594936,0.04683544303797468,0.049367088607594936,0.0,0.0,0.0,0.043037974683544304,0.049367088607594936,0.0,0.03291139240506329,0.0,0.005063291139240506,0.0,0.0,0.0,0.04683544303797468,0.0,0.0,0.0,0.039240506329113925,0.0,0.0,0.043037974683544304,0.0,0.0,0.049367088607594936,0.049367088607594936,0.0,0.049367088607594936,0.0,0.049367088607594936,0.0,0.0,0.0,0.0,0.0,0.0,0.04683544303797468,0.04683544303797468
F3,0.0,0.043478260869565216,0.02835538752362949,0.0,0.0,0.0,0.0,0.0,0.03780718336483932,0.0,0.0,0.0,0.0,0.0,0.0,0.045368620037807186,0.04158790170132325,0.030245746691871456,0.034026465028355386,0.024574669187145556,0.045368620037807186,0.0,0.0,0.0,0.0,0.045368620037807186,0.045368620037807186,0.03213610586011342,0.0,0.0,0.01890359168241966,0.0,0.0,0.020793950850661626,0.0,0.0,0.0,0.0,0.045368620037807186,0.045368620037807186,0.045368620037807186,0.0,0.035916824196597356,0.024574669187145556,0.0,0.045368620037807186,0.03780718336483932,0.0,0.0,0.04158790170132325,0.0,0.030245746691871456,0.0,0.04158790170132325,0.045368620037807186,0.045368620037807186,0.0,0.022684310018903593,0.0,0.0,0.0
F7,0.0,0.02266666666666667,0.03866666666666667,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.04,0.034666666666666665,0.04,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.030666666666666665,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.04,0.034666666666666665,0.0,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.034666666666666665,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.04644808743169399,0.0,0.0,0.0,0.04371584699453552,0.04644808743169399,0.04644808743169399,0.0,0.0,0.04644808743169399,0.04644808743169399,0.0,0.0,0.04644808743169399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04644808743169399,0.04644808743169399,0.04644808743169399,0.0,0.0,0.0,0.04644808743169399,0.04644808743169399,0.0,0.0273224043715847,0.0,0.0,0.0,0.0,0.0,0.04644808743169399,0.0,0.0,0.0,0.04644808743169399,0.0,0.0,0.04644808743169399,0.0,0.0,0.04644808743169399,0.04644808743169399,0.0,0.04644808743169399,0.0,0.04644808743169399,0.0,0.0,0.0,0.0,0.0,0.0,0.04644808743169399,0.04644808743169399
FC1,0.04516129032258064,0.0,0.0,0.0,0.02193548387096774,0.04774193548387097,0.04774193548387097,0.0,0.0,0.04903225806451613,0.04774193548387097,0.0,0.0,0.04903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04903225806451613,0.04903225806451613,0.04903225806451613,0.0,0.0,0.0,0.04516129032258064,0.04903225806451613,0.0,0.03612903225806452,0.0,0.0012903225806451613,0.0,0.0,0.0,0.04645161290322581,0.0,0.0,0.0,0.03612903225806452,0.0,0.0,0.04645161290322581,0.0,0.0,0.04903225806451613,0.04903225806451613,0.0,0.04903225806451613,0.0,0.04903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.04387096774193548,0.04387096774193548
C3,0.04150943396226415,0.0,0.0,0.0,0.021383647798742137,0.0440251572327044,0.05157232704402516,0.0,0.0,0.04905660377358491,0.04779874213836478,0.0,0.0,0.05157232704402516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05157232704402516,0.052830188679245285,0.04654088050314465,0.0,0.0,0.0,0.0440251572327044,0.04654088050314465,0.0,0.0389937106918239,0.0,0.0,0.0,0.0,0.0,0.042767295597484274,0.0,0.0,0.0,0.03270440251572327,0.0,0.0,0.052830188679245285,0.0,0.0,0.050314465408805034,0.052830188679245285,0.0,0.050314465408805034,0.0,0.050314465408805034,0.0,0.0,0.0,0.0,0.0,0.0,0.04025157232704402,0.04025157232704402
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.011351909184726523,0.015479876160990712,0.0,0.0,0.0,0.0,0.0,0.058307533539731685,0.0,0.0,0.0,0.0,0.0,0.0,0.037667698658410735,0.03457172342621259,0.03199174406604747,0.033539731682146544,0.013415892672858616,0.058307533539731685,0.0,0.0,0.0,0.0,0.053147574819401446,0.05675954592363261,0.03611971104231166,0.0,0.0,0.011867905056759546,0.0,0.0,0.0041279669762641896,0.0,0.0,0.0,0.0,0.05624355005159959,0.037667698658410735,0.058307533539731685,0.0,0.0304437564499484,0.013415892672858616,0.0,0.03508771929824561,0.05933952528379773,0.0,0.0,0.05417956656346749,0.0,0.0304437564499484,0.0,0.05985552115583075,0.033539731682146544,0.058307533539731685,0.0,0.016511867905056758,0.0,0.0,0.0
CP5,0.03110047846889952,0.0,0.0,0.0,0.013556618819776715,0.030303030303030304,0.03269537480063796,0.0,0.0,0.07177033492822966,0.03110047846889952,0.0,0.0,0.07416267942583732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0733652312599681,0.07017543859649122,0.04704944178628389,0.0,0.0,0.0,0.027910685805422646,0.03349282296650718,0.0,0.024720893141945772,0.0,0.003987240829346092,0.0,0.0,0.0,0.029505582137161084,0.0,0.0,0.0,0.025518341307814992,0.0,0.0,0.03189792663476874,0.0007974481658692185,0.0,0.07416267942583732,0.07416267942583732,0.0,0.07416267942583732,0.0,0.06379585326953748,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304
CP1,0.04247104247104247,0.0,0.0,0.0,0.021879021879021878,0.04504504504504504,0.05019305019305019,0.0,0.0,0.05019305019305019,0.0489060489060489,0.0,0.0,0.05019305019305019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05019305019305019,0.05019305019305019,0.047619047619047616,0.0,0.0,0.0,0.04504504504504504,0.047619047619047616,0.0,0.039897039897039896,0.0,0.0,0.0,0.0,0.0,0.043758043758043756,0.0,0.0,0.0,0.03346203346203346,0.0,0.0,0.05019305019305019,0.0,0.0,0.05019305019305019,0.05019305019305019,0.0,0.05019305019305019,0.0,0.05019305019305019,0.0,0.0,0.0,0.0,0.0,0.0,0.04118404118404118,0.04118404118404118
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.028782287822878228,0.0,0.0,0.0,0.012546125461254613,0.028044280442804426,0.03099630996309963,0.0,0.0,0.06789667896678966,0.028782287822878228,0.0,0.0,0.08634686346863468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07453874538745388,0.07011070110701106,0.043542435424354244,0.0,0.0,0.0,0.025830258302583026,0.03099630996309963,0.0,0.022878228782287822,0.0,0.0036900369003690036,0.0,0.0,0.0,0.02730627306273063,0.0,0.0,0.0,0.023616236162361623,0.0,0.0,0.03099630996309963,0.0007380073800738007,0.0,0.08708487084870849,0.08856088560885608,0.0,0.07158671586715867,0.0,0.05904059040590406,0.0,0.0,0.0,0.0,0.0,0.0,0.028044280442804426,0.028044280442804426
