,bankssts-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,0.6232057416267942,0.03349282296650718,0.05502392344497608,0.06698564593301436,0.04904306220095694,0.050239234449760764,0.06937799043062201,0.05263157894736842
frontalpole-lh,0.02967359050445104,0.5004945598417408,0.1414441147378833,0.09000989119683482,0.0722057368941642,0.06231454005934718,0.05637982195845697,0.04747774480712166
frontalpole-rh,0.05116796440489433,0.15906562847608455,0.4938820912124583,0.05228031145717464,0.05005561735261402,0.07675194660734148,0.1167964404894327,0.0
isthmuscingulate-rh,0.05366726296958855,0.08318425760286226,0.04025044722719141,0.42397137745974955,0.21556350626118068,0.11359570661896243,0.06976744186046512,0.0
parahippocampal-rh,0.0406871609403255,0.07142857142857142,0.03887884267631103,0.2206148282097649,0.4638336347197107,0.08860759493670886,0.0759493670886076,0.0
rostralanteriorcingulate-lh,0.03210272873194221,0.05377207062600321,0.05537720706260032,0.10513643659711075,0.08025682182985554,0.45024077046548955,0.21107544141252008,0.012038523274478331
rostralanteriorcingulate-rh,0.04940239043824701,0.04143426294820717,0.07888446215139443,0.07171314741035857,0.06932270916334661,0.2254980079681275,0.4302788844621514,0.03346613545816733
temporalpole-rh,0.06676342525399129,0.07256894049346879,0.0,0.0,0.0,0.02177068214804064,0.06676342525399129,0.772133526850508
