,entorhinal-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,0.8256704980842912,0.0,0.0,0.0,0.02681992337164751,0.0,0.0,0.1475095785440613
frontalpole-lh,0.0,0.972972972972973,0.0,0.0,0.0,0.02702702702702703,0.0,0.0
frontalpole-rh,0.0,0.0,0.7530434782608696,0.0,0.0,0.04,0.20695652173913043,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.884765625,0.115234375,0.0,0.0,0.0
parahippocampal-rh,0.026465028355387523,0.0,0.0,0.1266540642722117,0.7448015122873346,0.00945179584120983,0.0,0.09262759924385633
rostralanteriorcingulate-lh,0.0,0.03756708407871199,0.028622540250447227,0.0,0.008944543828264758,0.8032200357781754,0.12164579606440072,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.19005328596802842,0.0,0.0,0.14564831261101244,0.6642984014209592,0.0
temporalpole-lh,0.1185064935064935,0.0,0.0,0.0,0.08116883116883117,0.0,0.0,0.8003246753246753
