,Fz,P8,TP10,FT10,F8,AF7,P6,TP8
Fz,0.4431137724550898,0.1377245508982036,0.0,0.0,0.0,0.41916167664670656,0.0,0.0
P8,0.3382352941176471,0.3235294117647059,0.0,0.0,0.0,0.3382352941176471,0.0,0.0
TP10,0.0,0.0,0.19594594594594594,0.20270270270270271,0.20270270270270271,0.0,0.19594594594594594,0.20270270270270271
FT10,0.0,0.0,0.09375,0.36875,0.34375,0.0,0.09375,0.1
F8,0.0,0.0,0.09523809523809523,0.35873015873015873,0.3492063492063492,0.0,0.09523809523809523,0.10158730158730159
AF7,0.43558282208588955,0.1411042944785276,0.0,0.0,0.0,0.4233128834355828,0.0,0.0
P6,0.0,0.0,0.19594594594594594,0.20270270270270271,0.20270270270270271,0.0,0.19594594594594594,0.20270270270270271
TP8,0.0,0.0,0.1935483870967742,0.2064516129032258,0.2064516129032258,0.0,0.1935483870967742,0.2
