,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.2727272727272727,0.06818181818181818,0.0,0.19318181818181818,0.07954545454545454,0.125,0.10227272727272728,0.1590909090909091
inferiorparietal-rh,0.044444444444444446,0.35555555555555557,0.022222222222222223,0.1111111111111111,0.24444444444444444,0.06666666666666667,0.15555555555555556,0.0
parstriangularis-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.24175824175824176,0.07692307692307693,0.0,0.26373626373626374,0.054945054945054944,0.07692307692307693,0.10989010989010989,0.17582417582417584
rostralmiddlefrontal-rh,0.0625,0.20833333333333334,0.0625,0.0625,0.4583333333333333,0.041666666666666664,0.10416666666666667,0.0
superiorparietal-lh,0.1794871794871795,0.1282051282051282,0.0,0.07692307692307693,0.15384615384615385,0.28205128205128205,0.15384615384615385,0.02564102564102564
superiorparietal-rh,0.14285714285714285,0.1836734693877551,0.0,0.14285714285714285,0.12244897959183673,0.16326530612244897,0.20408163265306123,0.04081632653061224
superiortemporal-rh,0.2647058823529412,0.0,0.0,0.27941176470588236,0.029411764705882353,0.058823529411764705,0.07352941176470588,0.29411764705882354
