,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.3111111111111111,0.044444444444444446,0.0,0.24444444444444444,0.08888888888888889,0.08888888888888889,0.022222222222222223,0.2
inferiorparietal-rh,0.0,0.25,0.25,0.0,0.5,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.3333333333333333,0.0,0.0,0.28888888888888886,0.044444444444444446,0.06666666666666667,0.022222222222222223,0.24444444444444444
rostralmiddlefrontal-rh,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.0,0.46153846153846156,0.0,0.0,0.0
superiorparietal-lh,0.2222222222222222,0.0,0.0,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.0,0.0
superiorparietal-rh,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
superiortemporal-rh,0.2765957446808511,0.0,0.0,0.2978723404255319,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.3404255319148936
