,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.3563218390804598,0.19540229885057472,0.0,0.0,0.12643678160919541,0.19540229885057472,0.12643678160919541,0.0
inferiorparietal-rh,0.1917808219178082,0.2876712328767123,0.0958904109589041,0.0410958904109589,0.1232876712328767,0.1095890410958904,0.136986301369863,0.0136986301369863
parsopercularis-lh,0.0,0.175,0.425,0.125,0.0,0.0,0.0,0.275
parstriangularis-rh,0.0,0.20833333333333334,0.2916666666666667,0.5,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.15625,0.15625,0.0,0.0,0.375,0.125,0.1875,0.0
superiorparietal-lh,0.23636363636363636,0.12727272727272726,0.0,0.0,0.12727272727272726,0.45454545454545453,0.05454545454545454,0.0
superiortemporal-lh,0.1746031746031746,0.15873015873015872,0.0,0.0,0.25396825396825395,0.07936507936507936,0.3333333333333333,0.0
superiortemporal-rh,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
