,bankssts-lh,entorhinal-rh,frontalpole-lh,lingual-rh,rostralanteriorcingulate-rh,supramarginal-lh,temporalpole-rh,transversetemporal-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-rh,0.0,0.5625,0.1875,0.0,0.0,0.0,0.0,0.25
frontalpole-lh,0.0,0.11428571428571428,0.45714285714285713,0.05714285714285714,0.05714285714285714,0.0,0.1,0.21428571428571427
lingual-rh,0.0,0.0,0.034482758620689655,0.4367816091954023,0.21839080459770116,0.16091954022988506,0.14942528735632185,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.05660377358490566,0.37735849056603776,0.4528301886792453,0.0,0.11320754716981132,0.0
supramarginal-lh,0.0,0.0,0.0,0.2549019607843137,0.0,0.6666666666666666,0.0784313725490196,0.0
temporalpole-rh,0.0,0.0,0.16417910447761194,0.13432835820895522,0.05970149253731343,0.029850746268656716,0.4925373134328358,0.11940298507462686
transversetemporal-rh,0.0,0.2,0.3,0.0,0.0,0.0,0.12,0.38
