,cuneus-lh,cuneus-rh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,pericalcarine-lh,pericalcarine-rh,superiorparietal-lh
cuneus-lh,0.375,0.0,0.0,0.125,0.1111111111111111,0.013888888888888888,0.0,0.375
cuneus-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.559322033898305,0.15254237288135594,0.11864406779661017,0.0,0.1694915254237288,0.0
isthmuscingulate-rh,0.08433734939759036,0.0,0.10843373493975904,0.42168674698795183,0.21686746987951808,0.0,0.07228915662650602,0.0963855421686747
medialorbitofrontal-lh,0.08108108108108109,0.0,0.12162162162162163,0.2702702702702703,0.4189189189189189,0.0,0.013513513513513514,0.0945945945945946
pericalcarine-lh,0.0967741935483871,0.0,0.0,0.0,0.0,0.8709677419354839,0.0,0.03225806451612903
pericalcarine-rh,0.0,0.0,0.2,0.05,0.0,0.075,0.675,0.0
superiorparietal-lh,0.35714285714285715,0.0,0.0,0.14285714285714285,0.12857142857142856,0.0,0.0,0.37142857142857144
