,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.13793103448275862,0.14942528735632185,0.09195402298850575,0.12643678160919541,0.12643678160919541,0.08045977011494253,0.13218390804597702,0.15517241379310345
frontalpole-rh,0.13333333333333333,0.14871794871794872,0.09743589743589744,0.12307692307692308,0.1282051282051282,0.08205128205128205,0.13333333333333333,0.15384615384615385
lateraloccipital-rh,0.104,0.12,0.208,0.088,0.096,0.16,0.096,0.128
medialorbitofrontal-lh,0.1368421052631579,0.15263157894736842,0.08421052631578947,0.13157894736842105,0.1368421052631579,0.06842105263157895,0.14210526315789473,0.14736842105263157
medialorbitofrontal-rh,0.1270718232044199,0.14917127071823205,0.09392265193370165,0.1270718232044199,0.13812154696132597,0.07734806629834254,0.13812154696132597,0.14917127071823205
pericalcarine-lh,0.09929078014184398,0.11347517730496454,0.19148936170212766,0.09219858156028368,0.09929078014184398,0.19148936170212766,0.09219858156028368,0.12056737588652482
rostralanteriorcingulate-lh,0.1377551020408163,0.15306122448979592,0.08163265306122448,0.1377551020408163,0.1326530612244898,0.0663265306122449,0.14795918367346939,0.14285714285714285
rostralanteriorcingulate-rh,0.12903225806451613,0.14516129032258066,0.10752688172043011,0.11827956989247312,0.12903225806451613,0.0913978494623656,0.12903225806451613,0.15053763440860216
