,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,frontalpole-lh,insula-rh,paracentral-lh,parsopercularis-rh,posteriorcingulate-lh,superiorparietal-lh
caudalmiddlefrontal-lh,0.735632183908046,0.0,0.0,0.0,0.09195402298850575,0.13793103448275862,0.034482758620689655,0.0
caudalmiddlefrontal-rh,0.0,0.9365079365079365,0.0,0.0,0.0,0.0,0.0,0.06349206349206349
frontalpole-lh,0.0,0.0,0.42105263157894735,0.21052631578947367,0.08771929824561403,0.14035087719298245,0.0,0.14035087719298245
insula-rh,0.0,0.0,0.16842105263157894,0.4263157894736842,0.05789473684210526,0.1631578947368421,0.0,0.18421052631578946
paracentral-lh,0.04678362573099415,0.0,0.1111111111111111,0.08771929824561403,0.47953216374269003,0.13450292397660818,0.0,0.14035087719298245
parsopercularis-rh,0.05128205128205128,0.0,0.12307692307692308,0.1794871794871795,0.09743589743589744,0.3384615384615385,0.0,0.21025641025641026
posteriorcingulate-lh,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.9791666666666666,0.0
superiorparietal-lh,0.0,0.02185792349726776,0.13114754098360656,0.21311475409836064,0.1092896174863388,0.2185792349726776,0.0,0.30601092896174864
