,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.3151515151515151,0.23636363636363636,0.0,0.006060606060606061,0.17575757575757575,0.26666666666666666,0.0,0.0
caudalmiddlefrontal-rh,0.2808219178082192,0.2671232876712329,0.0,0.0,0.2054794520547945,0.2465753424657534,0.0,0.0
parsopercularis-lh,0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.5
parstriangularis-rh,0.037037037037037035,0.0,0.0,0.5185185185185185,0.0,0.037037037037037035,0.0,0.4074074074074074
rostralmiddlefrontal-lh,0.2631578947368421,0.2543859649122807,0.0,0.0,0.2631578947368421,0.21929824561403508,0.0,0.0
superiorfrontal-lh,0.3026315789473684,0.23684210526315788,0.0,0.006578947368421052,0.16447368421052633,0.2894736842105263,0.0,0.0
superiorfrontal-rh,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.8333333333333334,0.08333333333333333
superiortemporal-rh,0.0,0.0,0.0375,0.45,0.0,0.0,0.0125,0.5
