,parsopercularis-lh,parstriangularis-rh,postcentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.25217391304347825,0.21739130434782608,0.017391304347826087,0.24347826086956523,0.19130434782608696,0.0,0.0782608695652174,0.0
parstriangularis-rh,0.25,0.26666666666666666,0.0,0.225,0.19166666666666668,0.0,0.06666666666666667,0.0
postcentral-lh,0.14814814814814814,0.07407407407407407,0.5925925925925926,0.07407407407407407,0.1111111111111111,0.0,0.0,0.0
precentral-rh,0.21100917431192662,0.1834862385321101,0.0,0.29357798165137616,0.1743119266055046,0.0,0.13761467889908258,0.0
rostralmiddlefrontal-lh,0.2,0.21052631578947367,0.010526315789473684,0.22105263157894736,0.2631578947368421,0.0,0.09473684210526316,0.0
superiorparietal-lh,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.20833333333333334
superiortemporal-rh,0.08,0.06,0.0,0.18,0.1,0.0,0.58,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.7916666666666666
