,inferiorparietal-rh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.7222222222222222,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.2222222222222222
parstriangularis-rh,0.0,0.6666666666666666,0.17777777777777778,0.0,0.06666666666666667,0.06666666666666667,0.0,0.022222222222222223
precentral-rh,0.0,0.14285714285714285,0.36507936507936506,0.09523809523809523,0.047619047619047616,0.1111111111111111,0.12698412698412698,0.1111111111111111
rostralmiddlefrontal-rh,0.0,0.0,0.23333333333333334,0.43333333333333335,0.0,0.06666666666666667,0.23333333333333334,0.03333333333333333
superiortemporal-lh,0.07142857142857142,0.17857142857142858,0.07142857142857142,0.0,0.5357142857142857,0.14285714285714285,0.0,0.0
superiortemporal-rh,0.0,0.05128205128205128,0.1282051282051282,0.05128205128205128,0.05128205128205128,0.5128205128205128,0.0,0.20512820512820512
supramarginal-lh,0.0,0.0,0.3103448275862069,0.2413793103448276,0.0,0.0,0.4482758620689655,0.0
supramarginal-rh,0.047619047619047616,0.07142857142857142,0.21428571428571427,0.047619047619047616,0.0,0.23809523809523808,0.0,0.38095238095238093
