,caudalmiddlefrontal-lh,inferiorparietal-rh,postcentral-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.72,0.0,0.2,0.0,0.0,0.0,0.08,0.0
inferiorparietal-rh,0.0,0.3875,0.1375,0.225,0.1875,0.0,0.0,0.0625
postcentral-lh,0.12,0.24,0.32,0.24,0.04,0.0,0.04,0.0
superiorparietal-lh,0.0,0.31746031746031744,0.1746031746031746,0.2857142857142857,0.14285714285714285,0.0,0.0,0.07936507936507936
superiorparietal-rh,0.0,0.28846153846153844,0.057692307692307696,0.17307692307692307,0.38461538461538464,0.0,0.0,0.09615384615384616
superiortemporal-lh,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.8260869565217391,0.0,0.0
supramarginal-lh,0.06976744186046512,0.023255813953488372,0.09302325581395349,0.023255813953488372,0.023255813953488372,0.0,0.7674418604651163,0.0
supramarginal-rh,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.023809523809523808,0.0,0.5476190476190477
