,bankssts-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.5620915032679739,0.0,0.0,0.32679738562091504,0.0,0.0,0.1111111111111111
insula-rh,0.0,0.0,0.8901098901098901,0.0,0.0,0.10989010989010989,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.6287425149700598,0.020958083832335328,0.0,0.2155688622754491,0.1347305389221557
medialorbitofrontal-rh,0.0,0.3028571428571429,0.0,0.05142857142857143,0.6457142857142857,0.0,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.16541353383458646,0.0,0.0,0.8345864661654135,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.34,0.0,0.0,0.455,0.205
rostralanteriorcingulate-rh,0.0,0.053003533568904596,0.0,0.15901060070671377,0.0,0.0,0.1519434628975265,0.6360424028268551
