,Fp1,Fz,FT9,F8,Fp2,AF7,AF8,AF4
Fp1,0.5070159027128157,0.0,0.0,0.0,0.0,0.4929840972871843,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.44043624161073824,0.0,0.0,0.0,0.0,0.5595637583892618,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
