,Fp1,FT9,CP5,FC6,F4,Fp2,AF7,AF8
Fp1,0.5063965884861408,0.0,0.0,0.0,0.0,0.0,0.4936034115138593,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.36096049573973665,0.0,0.0,0.0,0.0,0.0,0.6390395042602633,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
